ltable_id,rtable_id,label,cluster_id_left,cluster_id_right,pair_id
2458,655,1,591,591,81403011#52326895
1504,1117,1,449,519,23723718#33469889
350,1359,1,335,983,701545#33263025
2089,1787,1,716,666,65275494#42042734
930,661,1,800,595,5628683#72581605
929,1732,1,799,468,82440142#39877339
1087,645,1,897,582,86739887#77477545
1663,2484,1,658,658,47023848#9789508
770,342,1,685,324,22563019#73812685
2084,27,1,97,27,52109003#51543842
272,88,1,262,87,34826703#92299108
338,1026,1,324,861,69905210#63056453
2459,2480,1,1555,1555,53951521#90347573
941,1516,1,188,322,79108432#74192889
1446,586,1,1098,533,42060474#60979507
1876,1977,1,79,79,16585577#85042149
177,1761,1,176,259,663005#44144365
1570,1971,1,1167,1348,24903770#59037208
683,446,1,614,419,57397557#53119611
302,2349,1,290,657,37892018#92703896
2462,1623,1,1175,1175,60558385#63296671
1138,831,1,928,424,95679247#35610900
492,810,1,457,720,58763783#42514477
527,2486,1,489,489,30217405#38999825
2464,1620,1,843,843,98559124#89284852
509,1330,1,471,1023,51932883#52211893
2465,1374,1,1047,1047,57812104#66264990
2249,2488,1,61,61,17553753#26095201
2466,390,1,366,366,46063915#27208290
83,1829,1,82,82,30847749#39882549
378,129,1,359,125,23447542#25511984
583,693,1,271,623,69902105#78524102
2467,2489,1,1557,1557,28748603#52708294
1239,920,1,629,58,4727942#15223473
2172,236,1,210,226,26495610#12103618
1150,1115,1,936,917,7189900#78512798
2380,2490,1,672,672,60638240#50552219
920,106,1,271,70,78524102#19082435
1148,1910,1,934,37,34392254#15658592
2116,85,1,84,84,60799591#55665914
2318,776,1,694,694,35392050#52438681
2468,667,1,601,601,51060838#63623853
1335,1846,1,79,1289,16101065#16585577
1675,2491,1,1220,1220,81633739#25409167
229,663,1,220,597,34000213#32184587
533,2492,1,495,463,85223368#7344796
1756,456,1,528,426,41256110#34686093
1191,1432,1,965,1079,33104248#82258841
1193,1752,1,293,293,52440335#77407598
109,1376,1,108,572,24693281#41771778
148,1793,1,147,1265,10484796#50903406
528,489,1,490,322,76359628#27660804
809,842,1,713,632,16972715#26000261
724,2495,1,648,648,43742368#51298170
1645,1715,1,1202,621,54168325#67293935
214,2496,1,209,209,69863476#87035902
59,1934,1,59,1216,50183657#71713979
63,2198,1,63,63,12407223#22894971
670,1850,1,602,93,30539466#57320687
703,799,1,632,713,47185151#58116034
1827,2464,1,1303,45,44752120#18304758
1692,1356,1,1232,178,37471512#96837227
1050,857,1,874,755,11655051#54852394
2288,247,1,1494,237,41928974#96974192
1907,2497,1,1339,451,33950628#13585097
87,478,1,86,444,45993118#86404548
46,819,1,46,727,75419452#83701427
197,1109,1,194,598,2284449#22430617
1120,1641,1,916,719,32184587#59445008
2213,2498,1,711,711,47973761#66638241
2471,2499,1,1558,1558,68725256#72346734
1498,2214,1,836,1452,35754921#48093129
1103,1188,1,905,955,13249901#52196594
1100,1357,1,902,168,34743730#46974160
2472,618,1,367,561,85453054#74514500
2473,1617,1,1172,1172,82712155#84558007
924,1399,1,331,331,95745817#96573605
420,171,1,395,164,14515609#38674629
2050,1496,1,717,1111,87444476#51243278
1238,1613,1,987,395,22858953#50129119
1655,2500,1,1116,906,75297744#85333987
141,119,1,140,116,49420850#23373474
43,395,1,43,371,40978236#54237368
1470,1773,1,695,695,70324505#59667644
665,1762,1,597,719,1033917#34000213
1591,792,1,1173,238,18321642#82893592
1591,1998,1,1173,238,18321642#42541532
2396,40,1,95,40,56115346#53570958
2474,2501,1,1559,1559,33619959#57488134
665,230,1,597,220,1033917#53058929
1807,320,1,136,302,73092958#86330013
1147,1879,1,132,29,93192892#35151415
2278,2502,1,1464,1464,47983480#84023997
1284,324,1,540,306,43953759#39481203
398,1883,1,377,484,59787361#45853159
888,1324,1,768,507,34081588#98657220
1724,1656,1,92,1192,63413885#86328493
548,685,1,509,517,24804998#70986173
225,2149,1,216,119,34934382#57492067
2475,2505,1,1560,1560,83472763#32613790
2092,67,1,725,67,69083604#70894718
1061,1951,1,52,52,95409910#1347389
1835,1932,1,1008,1329,43522170#52205735
1525,1943,1,1141,419,80275809#82713067
1350,1440,1,935,1083,88678398#51583866
2476,1665,1,12,156,83027890#38105613
1795,2251,1,1287,843,67963843#57215167
212,257,1,207,247,92199912#60389545
531,2334,1,493,348,55090506#95187934
1143,110,1,932,107,35943444#67371758
2009,518,1,199,480,27177785#59080465
2477,2480,1,1555,1555,80489256#90347573
1551,1021,1,65,858,67059288#88849665
2478,2024,1,66,66,55853667#67305108
1919,215,1,1127,205,7344796#57619335
652,1298,1,589,636,46007971#32586695
1097,2000,1,255,1304,80783276#86830955
99,529,1,98,164,38674629#62404947
1418,306,1,835,289,33586613#58057278
1344,1886,1,97,411,85257651#61959536
82,1413,1,81,79,3103984#78834821
2479,1790,1,1263,1263,37284100#65217016
1350,138,1,935,134,88678398#6798938
1994,244,1,234,234,79205401#24345418
675,1993,1,607,1356,95251640#55576195
2312,1600,1,1505,1121,22704036#45261819
1166,2010,1,315,1362,68599591#96093457
953,288,1,686,273,66639967#42916115
513,904,1,475,785,41856077#85028460
1486,1556,1,102,102,67374175#64603834
1858,1465,1,153,1099,37463999#91101139
1852,831,1,1316,424,56417965#35610900
1717,1515,1,1040,1040,47074736#87454442
67,858,1,67,756,41462410#52762800
1528,1936,1,22,593,22286818#41867761
1254,2027,1,997,866,73711747#89059866
2481,1130,1,925,925,51278033#58755004
2085,1404,1,735,337,55104249#98056386
222,83,1,162,82,97562809#52323484
1684,814,1,1225,723,500763#45669277
452,1896,1,422,1314,65672765#82042901
1920,1852,1,1344,214,37587790#94981416
327,1843,1,314,1286,41485546#67925279
613,391,1,561,367,81168575#85453054
954,1390,1,815,1056,24659909#30554240
251,2029,1,241,221,43763158#77379583
1866,902,1,666,784,49072238#93464280
244,644,1,235,581,19089912#84268155
606,2507,1,248,248,39263130#2380670
1159,1084,1,941,664,4356136#14399173
191,1516,1,188,322,1887783#74192889
645,1473,1,582,396,1768956#70331081
638,369,1,238,346,4342807#44570489
755,1225,1,673,301,71490927#81349254
2112,452,1,196,423,38352004#97354784
2485,1058,1,178,883,96837227#90839732
44,457,1,44,427,26466300#76062815
394,694,1,374,624,31302151#96683747
686,838,1,616,741,24092458#87281733
412,1326,1,389,466,16319132#53041457
2254,2509,1,79,79,23303006#3103984
1804,418,1,71,391,74702654#60378728
2116,1668,1,84,1196,60799591#25574963
1098,1761,1,900,259,30914886#44144365
2372,810,1,457,720,42103916#42514477
1898,2458,1,1335,1550,55268831#56993303
1981,2510,1,159,159,63989540#96052167
294,172,1,282,165,34638630#93246129
1906,35,1,35,35,66085532#79589897
2487,2064,1,1105,1105,46143703#77867011
763,622,1,679,565,96712384#55649716
1298,551,1,331,506,56052842#85241565
2334,33,1,96,33,48078311#71116679
1318,358,1,24,337,50250903#67059288
407,1977,1,81,79,36711460#85042149
1665,2512,1,1213,1213,50672274#56595804
2036,2514,1,1387,1387,25431697#59141538
1384,567,1,1065,283,60583815#98575850
513,1355,1,475,116,41856077#49420850
2488,2515,1,1562,1562,62303304#53516856
2212,2516,1,187,187,50809231#96712384
2084,706,1,97,97,52109003#90868693
1487,257,1,1121,247,75740074#60389545
1443,2518,1,1096,1096,41727244#63928436
199,2519,1,195,58,18960736#4727942
1555,1732,1,804,468,35915008#39877339
1413,992,1,109,839,33469889#69894852
1446,2368,1,1098,374,42060474#41113112
1606,2192,1,1181,142,45669277#17955435
554,705,1,514,633,37083729#88924072
2491,2522,1,1564,1564,88722530#67726484
2492,2508,1,1561,1561,51911956#81606769
1600,918,1,26,796,46226339#49443301
2493,2523,1,1565,1565,74659398#30875366
1320,198,1,1028,35,52851190#49967223
186,1995,1,184,4,61258448#29744880
1611,1996,1,544,505,9390933#41343111
1419,2524,1,1082,1082,54053670#66087579
860,2198,1,481,63,54643813#22894971
867,1958,1,754,982,86146945#61486145
1278,825,1,1009,553,64891949#76134545
1666,644,1,235,581,52263925#84268155
2495,2466,1,991,991,80020422#85845923
2496,2018,1,1364,1364,45583875#62368315
449,683,1,419,614,12085535#65992894
2497,1636,1,3,3,37927610#68933016
789,256,1,699,246,48124573#85554698
1081,2083,1,892,157,36256107#56230100
1512,1258,1,265,986,53356565#67400365
114,2191,1,113,633,2101868#37083729
2218,2525,1,1474,1474,26736430#85704324
190,759,1,187,679,8289216#72164444
195,1772,1,192,69,43570042#34387261
1002,2103,1,843,779,46030392#84465814
537,577,1,499,525,56768821#34592082
55,504,1,55,466,27426123#77650984
2499,1297,1,265,265,56865642#62130250
1145,244,1,358,234,70351063#24345418
1201,2029,1,221,221,42299605#77379583
287,2528,1,275,275,17869090#70896286
220,338,1,60,320,12450038#21599943
1881,1869,1,1329,1008,48742674#90893220
1370,609,1,1060,554,37325141#78361157
2499,2529,1,265,265,56865642#25304065
1286,2286,1,316,1300,22804415#48678537
2345,1348,1,161,161,51105243#71212847
2501,739,1,303,661,45034536#33209790
395,476,1,375,442,6744526#51652697
2502,1500,1,344,344,53303867#52684200
1596,924,1,1176,800,72581605#71725022
877,1702,1,762,1220,60038145#85344876
2352,1294,1,1522,1006,28556391#49950424
978,701,1,131,629,27880636#60334696
2503,1503,1,278,459,87622461#59769828
1931,229,1,1349,219,23918330#85394877
2504,1360,1,912,1038,68367216#98767698
2506,420,1,393,393,57215167#81356938
1624,2348,1,1188,1366,56839222#71989322
16,1883,1,16,484,62911#45853159
2374,2108,1,1530,1277,63587638#75169795
1555,923,1,804,799,35915008#38149907
308,942,1,296,83,58962954#28636625
1350,540,1,935,497,88678398#29412990
2434,480,1,1549,445,69202392#22537653
1596,1152,1,1176,323,72581605#50986653
392,69,1,373,69,46427738#34001198
1197,391,1,967,367,13343252#85453054
1593,2106,1,406,258,78512798#47887901
2509,1975,1,321,321,57337098#71378693
798,943,1,705,811,41839134#86634817
2219,2230,1,488,1458,61195551#71412528
2143,2532,1,1060,283,71861753#68935383
1046,2455,1,871,127,64208250#67064392
1432,1723,1,1092,221,77379583#65693495
1428,2266,1,1088,1472,32658304#83566703
2127,2534,1,1430,1430,51464383#75306045
1915,1239,1,124,349,59311367#87444476
2510,384,1,361,361,89611718#98669404
1293,1239,1,1015,349,77297699#87444476
1305,1320,1,495,953,43895439#46111836
296,1412,1,284,719,24924728#1033917
2088,1763,1,575,810,84239105#53381951
319,594,1,306,540,38564743#98419887
1347,1845,1,1044,1288,51543842#62909298
20,74,1,20,73,85241565#95745817
698,1776,1,627,454,42916115#13939571
844,1038,1,738,870,20551993#22166909
2454,646,1,279,583,16456052#26725937
1646,2535,1,1203,1203,32413380#36282069
974,1680,1,829,184,29228441#48940816
250,382,1,240,359,4544706#24092458
2511,1616,1,282,282,93246129#66047052
1806,1807,1,48,48,40357787#22887580
617,2388,1,564,1523,31785582#63687251
2044,2138,1,243,93,89493786#67675959
1611,1871,1,544,1303,9390933#19984841
2513,271,1,261,261,63882323#67897793
2304,2537,1,1438,1438,44079366#81494459
1112,2538,1,910,910,60620577#77024381
730,191,1,653,183,31585097#88215321
2332,284,1,248,270,65983637#98273310
2494,2539,1,253,253,59259892#39381887
1698,48,1,730,48,70318728#33701626
670,2146,1,602,1416,30539466#89493786
994,568,1,839,519,31228902#84888111
948,160,1,518,154,47847019#48818759
2018,2540,1,1303,505,41343111#42796738
1995,1277,1,716,784,89357064#48486773
2176,1964,1,291,1343,37708089#44810316
2413,2541,1,1541,1541,11484166#26729200
194,1143,1,191,934,8281130#98077329
790,2336,1,700,154,87542445#74519010
456,580,1,426,528,48305046#46322463
274,1113,1,264,915,11543754#66468324
2515,107,1,84,84,25820683#74124966
2516,1820,1,699,699,94106554#48124573
2403,504,1,55,466,66814149#77650984
2096,1965,1,1414,603,41790027#97198719
368,2475,1,350,350,26937308#23903408
1085,1524,1,895,380,18755950#79859731
2225,2542,1,1477,545,45226909#28827747
2382,2299,1,1531,1486,32613790#66355149
390,796,1,371,710,96635773#49860479
1658,2001,1,816,1220,46707617#84668470
1436,2153,1,810,575,27300438#85920554
2063,1241,1,531,980,45959444#38514580
1063,1047,1,616,876,25511984#77077400
2138,1666,1,603,89,52460480#33444908
1416,2545,1,926,94,25259459#90391225
707,1550,1,635,1137,44715722#89662581
604,1396,1,554,1060,98575850#70851782
1289,1723,1,241,221,18070783#65693495
1611,1583,1,544,204,9390933#41116737
1050,2456,1,874,1549,11655051#22286818
2414,2546,1,1542,1542,21659072#42663954
399,615,1,378,559,46104758#35405475
1148,2319,1,934,37,34392254#41364197
2518,2547,1,1571,1571,73206233#48185550
2358,688,1,808,618,44810316#39203102
2341,10,1,1516,10,53010211#66705685
1850,400,1,70,376,56588079#88846729
728,331,1,651,313,35900099#63989540
220,678,1,60,610,12450038#12575085
835,466,1,196,434,97354784#55667225
2520,2549,1,1572,1572,40356035#33241159
464,2165,1,434,559,29833960#38352004
1410,131,1,1080,127,1303912#92996051
2203,77,1,596,76,21811068#37007640
1152,840,1,589,742,83113335#46007971
2523,2551,1,1574,1574,98649507#75419452
1927,1751,1,1347,253,39381887#94617051
1324,1455,1,30,335,33263025#26871941
2236,935,1,1480,807,73468248#85646035
112,213,1,111,203,24415437#82270293
1584,1022,1,597,719,53058929#24924728
1691,815,1,1231,724,26325450#86146945
342,1006,1,328,697,17901460#2144839
549,330,1,510,312,60392808#85304830
753,1578,1,671,68,40688437#81753174
2098,1850,1,1416,93,62368104#57320687
2286,2287,1,511,491,86785250#48816613
1817,95,1,749,94,77262877#59928566
1579,1920,1,50,1323,13312849#27087295
2525,2553,1,1576,1576,88824283#52476749
2069,800,1,90,714,93611703#93010788
513,1513,1,475,140,41856077#34073752
1709,2070,1,1242,325,38033310#48106319
2526,2554,1,1577,1577,53257702#43051351
551,47,1,512,47,84268155#77008042
2499,1453,1,265,1093,56865642#88756084
1201,251,1,221,241,42299605#60733486
2273,2340,1,1490,1499,15896271#51382920
1481,2041,1,123,608,60447783#60604702
640,1053,1,578,881,88984856#69783068
618,196,1,565,187,47562526#50809231
1201,1723,1,221,221,42299605#65693495
1436,827,1,810,575,27300438#64234105
1574,2295,1,69,69,82477177#3432365
1447,182,1,350,174,5660795#57971400
392,1908,1,373,557,46427738#29239928
840,1404,1,735,337,21670568#98056386
2323,96,1,40,95,45001854#88549840
616,112,1,563,109,84888111#47444077
1370,567,1,1060,283,37325141#98575850
2527,1815,1,1275,1275,76467524#72849102
1150,2032,1,936,1369,7189900#74610695
1654,958,1,223,223,68820790#81240226
2528,1863,1,1298,1298,19738167#48460349
669,2555,1,601,601,45840265#51060838
296,663,1,284,597,24924728#32184587
2530,2556,1,1578,1578,85758846#89402442
210,2492,1,205,463,33538650#7344796
226,2557,1,217,217,66982137#91761393
2415,196,1,187,187,76292519#50809231
1424,2558,1,1086,1086,25994569#37634878
1311,1523,1,828,419,28968888#80275809
1704,2127,1,1240,1407,45868388#87245644
1841,849,1,484,750,45853159#42412046
2531,762,1,682,682,64480866#64830611
1281,445,1,227,418,83187166#84438504
576,1462,1,533,1098,41113112#74120132
752,2011,1,670,594,31860044#86820843
1151,982,1,90,90,98133967#33783807
1335,1837,1,79,81,16101065#33983082
338,775,1,324,685,69905210#48435137
624,47,1,512,47,94750224#77008042
2031,73,1,931,72,91664569#46652889
1771,1274,1,1273,107,57189752#35943444
2532,1985,1,1056,1056,75134630#95279584
293,1024,1,281,860,45277958#42663606
2348,1500,1,344,344,35959374#52684200
2533,2559,1,1579,1579,64181180#36295476
1239,135,1,629,131,4727942#24268406
957,194,1,818,185,56376958#77189808
1446,1179,1,1098,624,42060474#98401407
859,2172,1,348,202,4030876#55090506
2534,491,1,453,453,25420328#41191422
1457,127,1,167,123,43547655#60447783
2051,2560,1,1396,1396,41944826#63595157
2231,1590,1,52,52,56699692#84442012
1560,2561,1,1161,1161,40981278#73638866
900,999,1,779,843,64363962#98559124
1902,1091,1,1337,392,30011491#97516392
1144,426,1,399,399,89959697#42822503
2504,2562,1,912,912,68367216#36162270
2003,2021,1,1377,1365,28282387#35527544
1913,1238,1,1106,978,27976942#54697856
1681,2563,1,575,575,47840381#27300438
2496,1367,1,1364,342,45583875#75724668
1168,2053,1,948,157,22881928#35431801
895,816,1,775,725,98424047#41462410
2467,2344,1,1557,1502,28748603#32847211
273,2049,1,263,558,73353855#48680065
1551,829,1,65,735,67059288#65931181
2535,1999,1,272,272,94235955#63362179
207,371,1,202,348,92823416#28891661
642,1590,1,580,52,68731378#84442012
2536,1529,1,1126,1126,37427126#50176096
83,1797,1,82,162,30847749#97562809
1684,1153,1,1225,937,500763#5540302
1114,357,1,911,336,28842793#64729661
632,1079,1,572,864,59100632#46727497
597,414,1,548,387,79605689#29319775
1142,1240,1,931,979,71952052#52086898
93,1099,1,92,908,45831360#56790861
718,261,1,460,251,89117065#71105677
677,538,1,524,218,72455141#91403970
171,1721,1,170,1229,74439167#91465074
2084,821,1,97,729,52109003#94368030
2537,761,1,419,681,53598501#57397557
777,2057,1,90,173,93010788#36182195
1847,1313,1,35,341,5366972#59307764
1178,2319,1,191,37,98077329#41364197
1247,2530,1,993,223,65896028#22352677
762,1585,1,678,1157,66447084#68599591
256,2564,1,246,246,51785841#68284224
1375,72,1,69,69,3432365#70082735
882,1144,1,197,132,77308213#69030235
389,2191,1,370,633,60655494#37083729
1103,548,1,905,504,13249901#83517359
1141,1867,1,930,1252,53578629#52223460
2373,2566,1,158,158,34996246#48318366
2540,2567,1,1581,1581,76066404#39074175
292,366,1,280,344,22074403#88645853
2541,2568,1,1582,1582,47673776#38153586
234,1202,1,225,963,29965851#65827720
2542,2569,1,1583,1583,31368211#32742572
1103,304,1,905,287,13249901#24216669
842,1244,1,731,731,209977#53628957
1335,1706,1,79,81,16101065#36711460
1013,1257,1,472,730,1644190#35873746
174,91,1,173,90,42424469#58326251
1648,1291,1,1205,947,56229063#86509269
1342,1081,1,107,171,54603661#57001488
1222,886,1,725,775,30190432#69083604
1433,2278,1,1093,265,62130250#53356565
1275,2570,1,413,413,23958745#52341668
2126,1165,1,1429,945,13490638#19414126
252,1734,1,242,110,55624269#81395161
585,501,1,205,463,39520289#35951391
2544,2571,1,1584,1584,25626276#61738783
2027,156,1,132,132,48177963#93532842
1025,1174,1,855,947,4422385#56229063
1058,962,1,878,33,44418026#48078311
1896,2572,1,1334,1334,60960835#70431060
2228,2573,1,1221,1221,29244888#40789105
1725,2510,1,159,159,43859384#96052167
1845,168,1,293,161,58416896#52440335
378,686,1,359,616,23447542#43700412
1257,2137,1,512,581,1367517#52263925
139,601,1,138,546,33970939#86036015
2548,2576,1,1586,1586,34870253#34412534
1059,718,1,879,643,731605#56278238
2274,2577,1,469,469,46639696#80212720
2058,1630,1,69,557,96103130#46427738
746,2574,1,666,666,44729677#9691862
2282,2578,1,1230,1230,40229294#48035811
1311,761,1,828,681,28968888#57397557
2086,1043,1,1409,873,31292975#75962303
2474,2579,1,1559,1559,33619959#36752919
680,349,1,611,330,21865403#37710503
457,2401,1,427,44,30869320#62240391
1191,2056,1,965,303,33104248#87141400
1239,205,1,629,195,4727942#43446987
36,697,1,36,626,32188644#38564743
501,1553,1,203,111,24514948#43006963
886,1933,1,766,450,94415653#89056
1972,546,1,906,502,85333987#86589283
640,514,1,578,476,88984856#76396248
514,1818,1,476,39,45925876#57023339
529,557,1,491,511,48816613#83006494
973,1523,1,828,419,65992894#80275809
1930,1167,1,13,13,56230100#48307629
2332,330,1,248,312,65983637#85304830
2453,2581,1,1373,1373,29909599#55031719
2100,1558,1,1418,1142,40764402#88678398
1920,1012,1,1344,850,37587790#71068677
2265,1601,1,123,1166,18480165#43547655
534,1420,1,496,1070,1778391#23795615
2005,1039,1,127,871,95781094#1303912
2121,1061,1,1426,886,44557157#84780185
1209,2409,1,973,1528,27383622#34380744
192,520,1,189,482,21078486#59376223
262,620,1,252,563,69894852#23723718
48,1257,1,48,730,22887580#35873746
2124,35,1,35,35,59307764#79589897
2553,2583,1,1588,1588,34480831#89710725
850,298,1,743,282,66047052#69821747
846,2426,1,52,52,1347389#14120468
2416,1863,1,1401,1298,32407447#48460349
2172,220,1,210,210,26495610#20061554
2408,1823,1,50,50,65392801#76448251
2026,1249,1,311,311,40331344#70324505
1396,1372,1,1072,1045,47922595#85265980
1307,2585,1,280,280,52684200#31142120
767,1879,1,132,29,3846927#35151415
158,1167,1,157,13,32132138#48307629
2031,1139,1,931,15,91664569#19906097
1448,630,1,1099,571,16295996#28224541
151,2157,1,150,1424,52024027#75776051
1205,2370,1,970,17,42981396#51131711
1617,82,1,79,81,33983082#95960852
1273,2545,1,758,94,54726010#90391225
792,2586,1,702,702,78504449#78504460
2324,1745,1,853,1243,19947396#67647713
1873,145,1,467,141,29858529#77743117
897,1829,1,776,82,52323484#39882549
2312,1181,1,1505,247,22704036#92199912
917,2587,1,715,715,24477290#35626804
1579,50,1,50,50,13312849#89973207
2555,1333,1,1014,1014,57801772#55699670
2068,2588,1,1402,1402,25524118#31446082
1760,1310,1,1268,1013,35056389#37369733
2556,1676,1,1203,1203,91790289#65606908
325,285,1,312,270,98273310#75684453
780,1301,1,692,594,64892592#54685720
2164,2589,1,1448,1448,37400134#63292418
2275,1230,1,47,235,68280046#29714425
305,2590,1,293,161,7351682#32822829
2558,2079,1,1386,1386,46101444#76539632
584,422,1,538,395,62404947#51937161
873,1631,1,758,1179,90391225#98857946
2072,1489,1,89,206,75397904#27135511
632,1029,1,572,864,59100632#54181907
2057,1736,1,1400,1023,42711077#51932883
767,834,1,132,737,3846927#71159598
473,107,1,442,84,25574963#74124966
1893,205,1,629,195,60334696#43446987
1447,2591,1,350,174,5660795#26937308
1203,839,1,968,304,62662513#71552646
2560,2592,1,1589,1589,75526094#86661317
2515,399,1,84,375,25820683#28950826
2531,2450,1,682,1546,64480866#82854042
1799,873,1,1289,79,48049039#23303006
1995,1832,1,716,1155,89357064#65275494
1,247,1,1,237,22819422#96974192
1935,291,1,1351,276,67054673#69243833
1174,2308,1,859,859,64972466#77260330
149,991,1,148,306,39003028#43953759
2563,2594,1,1591,1591,96435212#64480866
1496,2206,1,1125,117,47943934#54528357
2314,2595,1,1506,1506,31303836#51911956
324,777,1,311,695,32780854#63542010
2564,2267,1,1473,1473,50176689#51760904
465,1964,1,435,1343,735485#44810316
1607,1890,1,1107,1313,43015965#64002894
771,2085,1,5,1390,51726938#65827191
269,1697,1,259,1217,39990303#63966824
2515,2596,1,84,84,25820683#6744526
417,1409,1,392,824,40077939#54287205
2005,1902,1,127,1012,95781094#43904710
1746,1286,1,1260,1003,45727869#58376470
1927,263,1,1347,253,39381887#44690743
2539,377,1,83,354,97563189#19093528
484,247,1,114,237,19954065#96974192
806,247,1,1,237,39870742#96974192
630,756,1,395,538,5042118#87317188
2566,1234,1,150,150,75776051#91214622
2409,1332,1,1539,1024,49795060#95457597
480,1792,1,448,23,20813006#35122049
2568,1357,1,168,168,35226371#46974160
1063,282,1,616,125,25511984#44483408
2096,90,1,1414,89,41790027#38017439
129,970,1,128,826,66076016#35731483
2257,1198,1,113,960,70863968#48169914
10,2597,1,10,10,39350581#47616003
427,1389,1,402,1055,21843643#60789851
1402,1250,1,909,316,90023495#98041228
2440,1324,1,428,507,48262039#98657220
2570,1282,1,908,908,86328493#45831360
2571,1669,1,1197,1197,78504454#50278024
2049,1873,1,364,1305,49415669#50384793
2510,2598,1,361,361,89611718#89852549
1174,689,1,859,619,64972466#89167001
2287,692,1,335,622,81634650#12969998
2278,897,1,1464,781,47983480#67738615
1781,2599,1,1278,851,51823526#54361651
2529,832,1,247,247,60389545#78407619
1844,2600,1,1312,1312,52476749#56366648
1771,1081,1,1273,171,57189752#57001488
1158,1166,1,647,474,44644082#79879491
2140,1762,1,220,719,59445008#34000213
1158,1315,1,647,251,44644082#38705578
2063,2462,1,531,677,45959444#84107754
63,519,1,63,481,12407223#66534063
1286,1250,1,316,316,22804415#98041228
1869,2159,1,1186,1425,74190904#89126313
2200,2120,1,1466,1403,46246978#56798312
1939,1514,1,980,1113,52185117#45959444
2459,2602,1,1555,1555,53951521#60638240
2136,2580,1,1433,1134,55648532#70912871
1005,530,1,188,490,74192889#91200665
155,1270,1,154,995,22926196#47847019
607,364,1,556,342,35978749#96582714
94,670,1,93,604,67675959#55591354
1492,2603,1,582,330,47684966#1768956
2404,1738,1,1114,364,37255364#74669833
2575,1911,1,17,17,70811582#80867192
533,1184,1,495,953,85223368#33538650
105,1250,1,104,316,33633736#98041228
696,523,1,626,485,11364095#67293934
1479,127,1,167,123,9513553#60447783
1438,757,1,1094,677,95459030#35301472
2576,1766,1,500,500,71855539#55939887
997,1655,1,161,1191,61009090#51105243
2095,2139,1,1413,1411,54397148#98595213
18,38,1,18,38,370268#45256979
2497,2604,1,3,3,37927610#22992322
1381,499,1,432,461,67043360#85015885
1261,1843,1,314,1286,35165067#67925279
1924,1457,1,608,167,95290520#96656974
2229,987,1,470,470,41146338#40978236
2165,1196,1,1449,959,18358005#26824090
1930,1177,1,13,948,56230100#96975145
1716,177,1,1246,170,45864250#90167645
2381,254,1,244,244,51769117#51210646
429,1571,1,404,1150,35565212#50148316
1921,2050,1,117,117,23480591#47943934
2578,172,1,165,165,93198920#93246129
1166,2607,1,315,315,68599591#45503604
640,833,1,578,476,88984856#478870
410,1560,1,387,398,31177984#79630465
516,43,1,478,43,35560850#39172032
1585,1082,1,605,663,12484415#61258448
1550,615,1,645,559,91519193#35405475
133,29,1,132,29,35151415#77308213
2579,2609,1,1594,1594,50068656#69681239
1365,944,1,35,812,14666357#69331499
269,1535,1,259,1129,39990303#663005
433,2135,1,407,961,92992548#2980362
2272,1698,1,100,1218,24225119#21658780
797,645,1,396,582,51280173#77477545
2580,1818,1,39,39,37915790#57023339
85,476,1,84,442,25349351#51652697
2496,364,1,1364,342,45583875#96582714
309,2259,1,297,244,14691276#51769117
109,1747,1,108,1244,24693281#55718937
2582,954,1,55,55,77650984#54637257
2292,1352,1,1496,1035,65926933#88065997
536,1896,1,498,1314,31474289#82042901
827,1520,1,726,1120,45194309#48466686
2584,1226,1,138,138,86036015#93444928
3,1636,1,3,3,22992322#68933016
1490,1059,1,961,884,74418772#72266014
2585,370,1,347,347,85527916#62318417
536,1138,1,498,930,31474289#48760459
2226,1617,1,1478,1172,43442029#84558007
1989,2611,1,75,75,88857237#27312735
2587,1608,1,1170,1170,31276154#67646392
2588,2481,1,1545,1545,53125631#62172007
2589,2427,1,91,91,64440922#76837534
1191,772,1,965,691,33104248#71966113
2544,1729,1,1584,1235,25626276#50682568
2108,397,1,69,373,22845181#43570042
2296,601,1,1498,546,81157886#86036015
163,573,1,162,522,66053411#64928819
942,1575,1,575,810,64234105#84239105
2590,2036,1,287,1261,56194318#38422281
932,858,1,147,756,63223933#52762800
571,956,1,528,817,5312650#48305046
345,551,1,331,506,51570027#85241565
2423,938,1,109,563,52101570#10524933
1222,1793,1,725,1265,30190432#50903406
2269,285,1,101,270,96986336#75684453
37,1986,1,37,1354,32682669#96846981
482,872,1,450,766,37035540#35405134
2592,1012,1,214,850,94981416#71068677
1225,15,1,931,15,19906097#25446597
1648,1200,1,1205,865,56229063#25200950
2486,428,1,279,401,54631751#16456052
1583,1022,1,220,719,70877243#24924728
1343,1401,1,495,953,30639668#85223368
244,2137,1,235,581,19089912#52263925
291,617,1,279,401,26725937#54631751
1409,924,1,595,800,80552353#71725022
711,1544,1,639,71,11409558#97711225
1393,27,1,97,27,44438508#51543842
2245,1041,1,276,11,73639504#67054673
905,236,1,782,226,10507288#12103618
2338,1642,1,1514,1185,52237675#74329118
1050,1526,1,874,1123,11655051#48701388
1576,2247,1,666,716,9691862#52417851
938,1079,1,805,864,30429353#46727497
148,1914,1,147,725,10484796#63223933
209,1037,1,204,544,42796738#20596445
2355,554,1,1283,508,53368360#86104485
1625,344,1,1189,190,18942955#36136163
